"0","1"
322,306
421,423
392,342
273,270
305,310
489,485
448,419
423,352
427,412
286,286
344,344
371,382
333,300
368,365
349,339
348,353
353,354
269,281
400,394
391,320
361,358
372,381
331,345
315,318
330,318
358,365
310,291
365,343
393,407
465,438
353,316
372,320
448,457
289,325
401,391
500,453
538,536
332,352
309,354
385,349
335,315
301,310
433,392
295,335
493,487
338,307
302,375
304,288
404,397
313,305
335,325
525,534
385,353
461,447
387,342
466,430
331,339
323,344
450,439
325,328
394,362
389,351
330,317
438,377
361,360
321,337
327,332
299,302
344,366
397,391
344,367
382,325
251,84
393,395
471,522
288,262
522,493
339,325
374,351
327,332
437,436
318,313
527,450
328,275
566,543
302,346
313,288
320,324
333,359
328,302
389,369
337,348
404,361
399,398
338,353
447,429
372,338
373,359
270,326
330,295
478,437
388,427
377,336
350,367
328,324
447,438
352,367
375,360
372,360
347,366
342,313
335,329
354,345
486,470
408,415
278,348
390,363
494,455
372,399
290,330
389,328
293,319
302,314
350,323
327,307
376,380
372,370
261,241
363,370
49,26
319,331
385,356
465,430
384,338
294,269
344,315
365,356
326,321
364,385
343,341
323,341
419,410
285,328
390,337
423,416
