"0","1"
2,0
2,6.00000000000001
0,0
0,0
2,0
0,0
0,0
12,12
0,0
6.00000000000001,4
4,2
2,4
4,0
0,0
2,0
0,0
8,2
2,4
0,0
4,2
6.00000000000001,2
0,0
6.00000000000001,0
2,0
4,0
6.00000000000001,2
8,2
0,0
0,0
0,2
2,0
2,2
0,0
0,0
0,2
8,0
0,0
4,0
2,2
2,0
0,2
4,4
2,0
2,2
0,0
2,2
42,0
2,0
0,0
2,2
2,2
48,62
0,2
16,6.00000000000001
4,2
2,2
6.00000000000001,4
4,0
2,0
0,8
0,0
6.00000000000001,0
6.00000000000001,2
2,0
0,2
4,4
2,2
0,2
8,2
2,0
4,0
4,0
2,4
2,2
2,0
0,2
0,0
4,0
2,2
0,0
6.00000000000001,0
0,2
2,0
4,0
0,0
0,0
0,0
6.00000000000001,0
0,0
2,2
0,0
4,2
16,6.00000000000001
0,2
4,2
0,0
0,0
8,4
2,2
0,0
0,0
8,4
0,0
4,2
8,2
2,0
2,2
0,0
4,4
0,2
0,0
2,0
2,2
8,8
0,0
0,0
2,0
0,0
8,12
2,2
2,10
2,2
10,0
2,0
2,0
0,0
4,2
6.00000000000001,0
4,0
52,16
2,0
0,0
0,2
0,0
4,0
2,0
2,2
6.00000000000001,4
0,0
14,2
0,2
0,2
2,2
2,2
14,8
