"0","1"
810,1811
1686,1382
1115,1250
605,1022
463,878
1749,1075
1156,829
1341,822
1213,1370
718,1040
677,1634
1342,1070
559,1108
1983,856
1679,1394
742,1925
900,1036
1131,729
850,1607
910,623
724,572
1086,1574
692,1412
991,445
547,961
1581,550
1280,1408
1813,799
735,1900
924,957
797,1897
1817,732
1290,784
579,913
1298,592
1635,1431
1083,1359
726,1168
1378,850
745,1743
828,1994
730,1219
1086,685
1332,635
1306,1263
800,544
1423,1053
704,552
1151,613
888,535
974,1242
1506,1647
1333,964
1847,1239
820,968
1365,1823
740,1304
991,1778
1426,1003
1524,862
704,1120
1582,786
549,601
971,1201
996,1203
1091,1120
723,1068
734,1067
956,767
1230,1136
768,787
978,539
1309,1542
957,985
903,1040
1609,826
993,1459
787,1010
1578,1837
1483,617
826,1946
1978,718
1901,1081
640,806
1966,1060
991,576
1211,706
713,1824
880,573
1160,1005
592,936
646,523
1075,1407
818,811
1229,613
861,1083
1562,488
1902,733
908,1014
948,1059
1678,1322
1283,1457
663,1653
597,531
946,893
983,750
727,611
1001,572
1467,1820
933,771
711,1206
805,527
1734,843
1076,1147
1284,898
1850,889
1069,531
1221,1590
1863,1362
756,1551
1743,1919
929,543
675,788
728,1387
646,1077
1546,568
1419,1254
1202,607
1067,1272
1479,1832
771,1042
1351,648
1204,931
1039,1414
1371,603
1017,1463
646,707
846,548
1324,743
660,713
627,1289
821,883
599,829
889,723
915,800
